track_name,artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Rockstar,Nickelback,0.0459,0.616,252040.0,0.91,0.0,0.0,0.343,-3.004,1.0,0.0386,144.072,4.0
Rodeo - feat. Nas,Lil Nas X,0.0814,0.65,145222.0,0.637,0.000607,9.0,0.51,-6.195,1.0,0.0369,140.115,4.0
Rolex,Ayo & Teo,0.0837,0.804,238587.0,0.886,0.0,1.0,0.266,-2.512,1.0,0.04,144.946,4.0
Roll Call,The Neighbourhood,0.00932,0.562,250400.0,0.542,0.348,0.0,0.635,-7.221,1.0,0.053,78.031,4.0
Rolling Over,Low Roar,0.855,0.409,307853.0,0.287,0.768,7.0,0.0887,-12.268,0.0,0.0287,94.307,4.0
Rom-Com Gone Wrong,Matt Maltese,0.842,0.601,205837.0,0.422,0.245,3.0,0.139,-8.539,1.0,0.0231,76.46,4.0
"Romances, L. 79: Romance No. 1",Claude Debussy,0.992,0.215,129907.0,0.0112,0.968,11.0,0.0724,-24.684,0.0,0.0433,65.615,5.0
Romantic Homicide,d4vd,0.453,0.571,132631.0,0.544,0.00805,6.0,0.322,-10.613,1.0,0.0299,132.052,4.0
Romantic Mashup 2,Mithoon,0.0933,0.508,325172.0,0.761,2e-06,8.0,0.268,-5.118,0.0,0.0422,100.011,4.0
Romeo & Juliet,Peter McPoland,0.454,0.318,166137.0,0.476,1.57e-05,0.0,0.503,-7.108,1.0,0.0441,160.737,4.0
Rooftop Diaries,Ambulo,0.819,0.639,141026.0,0.235,0.871,10.0,0.113,-10.637,0.0,0.196,79.872,5.0
Rooftop Kiss,James Horner,0.935,0.0833,154840.0,0.00524,0.91,7.0,0.0818,-36.281,1.0,0.0457,70.329,4.0
Room for Another,Mokita,0.343,0.549,185507.0,0.398,0.0961,0.0,0.313,-12.397,0.0,0.0332,80.039,4.0
Room for Another - Stripped,Bre Kennedy,0.404,0.401,183268.0,0.323,3.5e-06,3.0,0.0873,-9.685,1.0,0.0292,80.227,4.0
Roopasi,Sonu Nigam,0.841,0.626,256483.0,0.522,0.00129,8.0,0.358,-8.369,1.0,0.0307,110.986,4.0
Rooster (2022 Remaster),Alice In Chains,0.0307,0.271,374333.0,0.551,0.000581,3.0,0.118,-8.46,1.0,0.0272,143.899,3.0
Rose,Finding Hope,0.856,0.501,123429.0,0.15,4e-05,8.0,0.134,-15.219,1.0,0.0411,139.937,4.0
Rosebud,U.S. Girls,0.593,0.749,189841.0,0.873,0.662,11.0,0.107,-6.395,0.0,0.0568,103.991,4.0
Roses,Svniivan,0.0295,0.671,166905.0,0.847,0.0,9.0,0.768,-6.493,1.0,0.0382,126.0,4.0
Roses - Imanbek Remix,SAINt JHN,0.0143,0.769,176867.0,0.719,0.00777,8.0,0.359,-5.472,1.0,0.0474,121.955,4.0
Ross And Rachel,Jake Miller,0.345,0.66,192980.0,0.639,0.00109,9.0,0.0775,-6.61,1.0,0.0286,124.068,4.0
Round N Round,Dubdogz,0.0584,0.773,115082.0,0.875,0.0349,7.0,0.382,-6.44,0.0,0.0417,122.023,4.0
Roundabout - 2003 Remaster,Yes,0.0685,0.41,510573.0,0.761,0.00772,4.0,0.0758,-9.453,0.0,0.0687,132.923,4.0
Royals,Lorde,0.121,0.674,190185.0,0.428,0.0,7.0,0.132,-9.504,1.0,0.122,84.878,4.0
Rozaana,Salim Merchant,0.593,0.759,237424.0,0.707,1.98e-05,6.0,0.109,-6.554,0.0,0.0294,105.044,4.0
Rozana,Shreya Ghoshal,0.766,0.434,274202.0,0.378,0.000136,8.0,0.115,-8.7,1.0,0.029,92.982,4.0
Rude,MAGIC!,0.0422,0.773,224840.0,0.758,0.0,1.0,0.305,-4.993,1.0,0.0381,144.033,4.0
Ruffneck - Full Flex,Skrillex,0.000244,0.646,226286.0,0.97,0.00483,5.0,0.0668,-1.64,1.0,0.129,140.145,4.0
Rule the World,Zayde Wølf,0.00715,0.55,192600.0,0.883,0.0,2.0,0.0924,-5.964,1.0,0.0934,149.991,3.0
Rum n Tequila,John K,0.117,0.611,137720.0,0.699,0.0,9.0,0.0632,-5.183,1.0,0.0365,154.77,4.0
Run,Joji,0.0427,0.448,195000.0,0.72,0.000292,7.0,0.614,-3.954,1.0,0.0332,157.919,3.0
Run,OneRepublic,0.0336,0.624,143265.0,0.684,0.0,3.0,0.0771,-5.507,0.0,0.0513,163.033,4.0
Run Cried the Crawling,Protohype,0.418,0.646,238345.0,0.703,0.00996,8.0,0.138,-4.154,1.0,0.0344,108.735,3.0
Run Into You,Clara Mae,0.274,0.588,175474.0,0.559,0.0,6.0,0.0756,-6.418,1.0,0.0696,125.538,4.0
Run It (feat. Annika Wells),Midnight Kids,0.36,0.518,219373.0,0.754,0.0,8.0,0.11,-4.365,1.0,0.0472,92.953,4.0
Runaway,AURORA,0.63,0.459,248827.0,0.276,9.5e-05,11.0,0.104,-10.339,1.0,0.036,114.169,4.0
Runaway,Sasha Alex Sloan,0.715,0.674,218947.0,0.413,6.64e-05,5.0,0.104,-8.051,1.0,0.0351,139.976,4.0
Runaway (U & I),Galantis,0.00711,0.506,227074.0,0.805,0.00193,1.0,0.0856,-4.119,1.0,0.0469,126.008,4.0
Runaway Kids,HARBOUR,0.00646,0.513,224343.0,0.847,0.0,7.0,0.0835,-6.662,1.0,0.0472,100.981,4.0
Runnin',Adam Lambert,0.0082,0.408,228533.0,0.868,0.0,2.0,0.151,-4.438,0.0,0.0837,83.469,4.0
Runnin',Alban Chela,0.582,0.722,176012.0,0.631,0.0132,2.0,0.104,-7.016,0.0,0.027,105.021,4.0
Runnin',David Dallas,0.438,0.725,226720.0,0.843,5.67e-06,5.0,0.218,-6.453,0.0,0.206,148.005,4.0
Running After You,Matthew Mole,0.877,0.601,237996.0,0.375,0.0,4.0,0.0943,-12.077,1.0,0.0316,104.927,4.0
Running Down to Cuba,Michiel Schrey,0.955,0.858,89880.0,0.394,0.0,4.0,0.405,-4.705,1.0,0.0737,83.063,4.0
Running Out,Hans Zimmer,0.978,0.472,117241.0,0.112,0.921,5.0,0.117,-36.284,1.0,0.0387,96.003,5.0
Running Up That Hill (A Deal With God),Kate Bush,0.719,0.629,298933.0,0.545,0.00308,10.0,0.0604,-13.123,0.0,0.0546,108.376,4.0
Ruthless (Nice Guys Always Finish Last),MarMar Oso,0.388,0.724,233023.0,0.269,0.0,5.0,0.0808,-15.465,1.0,0.0456,86.042,4.0
Rx,Charlotte Lawrence,0.607,0.651,171218.0,0.303,0.0,0.0,0.107,-10.607,0.0,0.0494,62.929,4.0
Rx Luv,Lund,0.056,0.672,218462.0,0.722,3.23e-05,8.0,0.0946,-1.876,0.0,0.0306,155.953,4.0
S!KE,Snøw,0.0592,0.732,136889.0,0.615,1.64e-06,11.0,0.115,-6.514,1.0,0.0399,135.002,4.0
S.I.M.P. (Squirrels in My Pants) (Vocal),2 Guys n the Parque,0.07,0.8,94107.0,0.746,0.0,11.0,0.0288,-10.675,0.0,0.109,120.095,4.0
S.T.A.Y.,Hans Zimmer,0.933,0.0793,383513.0,0.0301,0.929,5.0,0.0741,-30.777,1.0,0.0425,191.413,3.0
SAD!,XXXTENTACION,0.258,0.74,166606.0,0.613,0.00372,8.0,0.123,-4.88,1.0,0.145,75.023,4.0
SAME ENERGY,The Kid LAROI,0.135,0.676,93176.0,0.494,0.0,2.0,0.0995,-7.077,1.0,0.261,169.685,4.0
SAYONARA,Aries,0.0111,0.548,180789.0,0.63,0.000721,5.0,0.128,-6.1,1.0,0.0343,75.972,4.0
SHADOW,ONIMXRU,0.000166,0.721,162042.0,0.692,0.275,7.0,0.104,-2.927,1.0,0.0414,120.005,4.0
SHE,Winona Oak,0.0439,0.667,168420.0,0.666,0.000466,11.0,0.133,-5.789,0.0,0.0822,113.984,4.0
SICK OF IT ALL,blackbear,0.0446,0.744,176446.0,0.661,1.03e-05,9.0,0.0678,-5.575,0.0,0.113,109.197,5.0
SICKO MODE - Skrillex Remix,Travis Scott,0.0214,0.651,304512.0,0.833,0.0,1.0,0.14,-3.356,1.0,0.172,155.051,4.0
SILENCE,NICOLAS,0.339,0.69,181500.0,0.537,0.817,10.0,0.236,-13.086,0.0,0.0447,119.989,4.0
SLAUGHTER HOUSE,Phonkha,0.00434,0.812,151135.0,0.504,0.0151,7.0,0.717,-6.512,1.0,0.388,114.995,4.0
SLIDE,Chase Atlantic,0.000325,0.557,235720.0,0.595,8.88e-06,3.0,0.109,-4.759,0.0,0.0371,139.911,4.0
SLOW DANCING IN THE DARK,Joji,0.544,0.515,209274.0,0.479,0.00598,3.0,0.191,-7.458,1.0,0.0261,88.964,4.0
SNAP,Rosa Linn,0.107,0.565,179551.0,0.636,9.9e-06,0.0,0.447,-8.198,1.0,0.0638,170.01,4.0
SOLVED THE PROBLEM,Comethazine,0.00277,0.934,117073.0,0.698,1.44e-05,10.0,0.101,-10.394,0.0,0.248,98.43,4.0
SOMEBODY,keshi,0.442,0.649,164663.0,0.461,0.0,8.0,0.108,-8.401,1.0,0.0449,141.088,4.0
SPACE BOY - EXTENDED ver.,dave rodgers,0.000888,0.471,301841.0,0.951,2.48e-05,5.0,0.157,-6.831,0.0,0.0364,155.08,4.0
SPACESHIP,AP Dhillon,0.076,0.69,124499.0,0.683,0.000113,5.0,0.134,-7.186,0.0,0.0968,160.088,4.0
SPLAT,Connor Price,0.0608,0.908,125685.0,0.45,0.0,7.0,0.0663,-7.174,1.0,0.314,108.056,4.0
SPOOKY,Tokyo Machine,0.0196,0.674,229687.0,0.893,0.192,10.0,0.361,-3.322,0.0,0.0556,128.045,4.0
SQUASH,LIL DUSTY G,0.0543,0.703,123446.0,0.653,1.27e-05,11.0,0.345,-3.969,0.0,0.0376,148.02,4.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,0.148,0.637,210576.0,0.715,0.0,2.0,0.0892,-4.971,0.0,0.0455,141.872,4.0
STAY (with Justin Bieber),The Kid LAROI,0.0383,0.591,141806.0,0.764,0.0,1.0,0.103,-5.484,1.0,0.0483,169.928,4.0
SUGAR,BROCKHAMPTON,0.449,0.453,204533.0,0.538,0.0,1.0,0.19,-8.212,1.0,0.0638,122.973,4.0
SUICIDE YEAR,WEEDMANE,0.172,0.788,91820.0,0.871,0.00164,6.0,0.115,-5.782,0.0,0.043,128.195,4.0
SUN GOES DOWN,Lil Nas X,0.0837,0.551,168276.0,0.636,4.28e-06,2.0,0.112,-6.798,1.0,0.054,174.065,4.0
SUNRISE (Slowed + Reverb),Xantesha,0.063,0.74,138857.0,0.934,0.831,10.0,0.198,-8.178,1.0,0.0384,119.693,4.0
SWEAR TO GOD,blackbear,0.499,0.782,150263.0,0.495,0.0,4.0,0.116,-7.462,0.0,0.0424,130.958,4.0
Saadi Galli Aaja,Rochak Kohli,0.195,0.739,253417.0,0.836,3.64e-06,2.0,0.197,-5.155,1.0,0.0325,109.011,4.0
"Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,,,,,,,,,,,,
Saanson Ke,KK,,,,,,,,,,,,
Saathiya,A.R. Rahman,0.186,0.462,357433.0,0.457,0.0,1.0,0.334,-15.251,0.0,0.106,175.94,4.0
Sabbath Bloody Sabbath,Bruce Dickinson,1.3e-05,0.202,334973.0,0.932,0.000396,5.0,0.0823,-7.381,0.0,0.125,157.33,4.0
Sabotage,Bebe Rexha,0.438,0.562,176566.0,0.565,0.0,8.0,0.138,-5.111,1.0,0.044,89.862,4.0
Sabrina,lilbubblegum,0.19,0.656,133929.0,0.585,0.000152,11.0,0.211,-7.708,0.0,0.182,154.055,4.0
Sach Keh Raha Hai - LoFi Flip,KK,0.622,0.65,235005.0,0.479,0.00298,2.0,0.135,-4.431,1.0,0.0281,113.99,4.0
Sacred,Ewan J Phillips,0.785,0.393,258515.0,0.309,0.0011,3.0,0.169,-10.685,1.0,0.0298,79.913,4.0
Sacrifice,Curtis Schweitzer,0.9,0.233,97293.0,0.0601,0.937,10.0,0.0724,-24.708,1.0,0.0385,142.037,4.0
Sad About It,Gill Chang,0.614,0.786,223714.0,0.761,1.24e-06,0.0,0.125,-2.53,1.0,0.0997,139.968,4.0
Sad Forever,Lauv,0.457,0.748,203520.0,0.486,0.0,5.0,0.0762,-8.926,1.0,0.0621,122.025,4.0
Sad Song (feat. Elena Coats),We The Kings,0.0724,0.512,226330.0,0.526,0.0,1.0,0.0675,-5.44,1.0,0.0251,85.024,4.0
Sad To See You Happy,Olivia Lunny,0.0139,0.643,174921.0,0.648,0.0,8.0,0.162,-5.734,1.0,0.0428,139.997,4.0
Sadda Dil Vi Tu (Ga Ga Ga Ganpati),Sachin-Jigar,0.163,0.682,327040.0,0.704,0.0,0.0,0.297,-9.445,1.0,0.227,139.985,4.0
Sadderdaze,The Neighbourhood,0.00971,0.414,245827.0,0.527,5.05e-05,4.0,0.145,-4.749,0.0,0.0287,120.009,4.0
Sadi Gali,Lehmber Hussainpuri,0.021,0.726,264900.0,0.994,0.0108,5.0,0.222,-2.433,0.0,0.0543,129.989,4.0
"Sadness and Sorrow (From ""Naruto"")",Minijau,,,,,,,,,,,,
Sadness and Sorrow (From Naruto),Kato,0.994,0.79,94315.0,0.0183,0.95,4.0,0.101,-28.659,0.0,0.0789,99.742,4.0
Sadness and Sorrow Piano,Kato,0.985,0.697,103692.0,0.00781,0.962,4.0,0.0866,-27.928,0.0,0.0529,100.01,4.0
Sadness and Sorrow:Naruto,daigoro789,0.989,0.432,86805.0,0.0531,0.873,4.0,0.107,-23.663,0.0,0.0549,165.584,4.0
Safar,Bhuvan Bam,0.245,0.642,211380.0,0.728,0.00238,7.0,0.101,-6.692,1.0,0.0315,124.983,4.0
Safari - Gritty Remix,Serena,0.635,0.814,195516.0,0.578,0.00134,5.0,0.123,-6.612,0.0,0.0415,102.971,4.0
Safe And Sound,Capital Cities,0.000176,0.655,192790.0,0.819,0.00374,0.0,0.104,-4.852,1.0,0.0316,117.956,5.0
Safe Self Tester,Loka,0.00705,0.151,505507.0,0.723,0.892,10.0,0.487,-8.271,1.0,0.0414,75.002,4.0
Safe With Me (with Audrey Mika),Gryffin,0.0449,0.497,205165.0,0.757,0.0,11.0,0.119,-4.189,1.0,0.127,169.902,4.0
Sahara,Hensonn,0.146,0.615,171385.0,0.521,0.772,2.0,0.11,-9.488,1.0,0.0318,115.016,4.0
Sahara - Slowed,Hensonn,0.231,0.502,214894.0,0.37,0.866,0.0,0.0699,-12.129,0.0,0.0288,183.41,4.0
Sajde,Pritam,0.354,0.693,305583.0,0.638,3.32e-06,11.0,0.0972,-6.715,1.0,0.0498,90.005,4.0
Sakhiyaan,Maninder Buttar,0.3,0.706,179326.0,0.674,0.0,9.0,0.202,-5.932,1.0,0.044,83.001,4.0
Sakura,Osaki,0.969,0.81,123789.0,0.23,0.908,8.0,0.109,-17.331,1.0,0.04,95.014,4.0
Sakura's Theme,Kato,0.995,0.616,61792.0,0.0185,0.969,5.0,0.112,-28.892,1.0,0.0887,70.003,4.0
Sakura's Theme Piano,Kato,0.992,0.719,55324.0,0.0252,0.966,5.0,0.167,-27.685,1.0,0.0757,139.987,4.0
Salaam-E-Ishq,Sonu Nigam,0.0362,0.765,424573.0,0.796,5.12e-05,8.0,0.249,-7.095,1.0,0.0537,103.033,4.0
Salt,Ava Max,0.131,0.693,180283.0,0.835,0.0,6.0,0.073,-3.242,1.0,0.0624,128.052,4.0
"Salut D'Amour, Op. 12",André Rieu,0.881,0.181,199333.0,0.337,0.839,4.0,0.0968,-14.125,1.0,0.0391,89.025,3.0
Same Effect,Ber,0.891,0.533,162373.0,0.181,1.11e-05,8.0,0.149,-10.258,1.0,0.0453,129.83,3.0
Samidare,SUSHI,0.942,0.518,153332.0,0.468,0.119,5.0,0.0928,-8.386,1.0,0.0467,179.994,4.0
Samidare (Naruto),Kato,0.563,0.631,105608.0,0.498,0.888,2.0,0.0987,-8.702,0.0,0.0394,140.009,4.0
Samidare Piano,Kato,0.996,0.699,59245.0,0.0148,0.975,3.0,0.104,-33.153,0.0,0.104,98.032,4.0
San Andreas Theme Song,Young Maylay,0.0263,0.498,86587.0,0.833,0.0,10.0,0.352,-7.138,0.0,0.228,96.491,4.0
San Diego,BRDGS,0.108,0.712,181175.0,0.622,2.22e-06,9.0,0.074,-7.74,1.0,0.0528,100.999,4.0
Sanctuary,Joji,0.387,0.552,180019.0,0.638,0.00014,1.0,0.374,-7.474,1.0,0.11,167.834,4.0
Sanctuary,kyu,0.922,0.378,141600.0,0.294,0.95,5.0,0.106,-13.917,0.0,0.0322,74.919,3.0
"Sapna Jahan (From ""Brothers"")",Ajay-Atul,,,,,,,,,,,,
Sasuke's Childhood (Peaceful Theme),Nico Bellisario,0.865,0.675,110014.0,0.147,0.137,2.0,0.109,-14.331,1.0,0.0396,120.054,4.0
Satisfaction,Subriser,0.219,0.739,181500.0,0.494,2.4e-05,6.0,0.16,-11.595,1.0,0.113,120.069,4.0
Satisfied (Instrumental),Kloudninemusic,0.0272,0.776,218734.0,0.682,0.842,9.0,0.0979,-14.306,1.0,0.0963,157.995,4.0
Satisfied - Chapter IV,KLOUD,0.0705,0.481,230400.0,0.912,0.0,0.0,0.154,-1.493,1.0,0.0414,149.951,4.0
Satisfya,Imran Khan,0.00451,0.726,180056.0,0.652,3.32e-05,1.0,0.226,-7.764,0.0,0.11,163.879,4.0
Saturn,6 Dogs,0.886,0.764,96233.0,0.342,0.000199,6.0,0.118,-10.641,0.0,0.0633,139.895,4.0
Saudebazi (Encore),Javed Ali,0.122,0.69,354863.0,0.73,0.0,5.0,0.346,-6.588,1.0,0.0307,113.969,4.0
Savage,Lund,0.443,0.743,186207.0,0.522,0.0633,2.0,0.132,-12.148,1.0,0.135,115.957,4.0
Save Myself,Jane & The Boy,0.544,0.475,199360.0,0.48,0.0,11.0,0.106,-8.726,1.0,0.0427,77.952,4.0
Save The Day (feat. Coi Leray & LouGotCash),Ski Mask The Slump God,0.00391,0.871,178720.0,0.751,0.0,6.0,0.0853,-8.042,0.0,0.0788,139.984,4.0
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,0.0215,0.65,191014.0,0.825,2.44e-05,0.0,0.0936,-4.645,1.0,0.0325,118.091,4.0
Savin' Me,Nickelback,0.000731,0.441,219320.0,0.815,0.0,3.0,0.414,-4.088,1.0,0.0276,164.007,4.0
Savior,Sitrus,0.918,0.647,245161.0,0.115,0.000799,11.0,0.127,-23.054,1.0,0.0394,105.986,4.0
Savior Complex,Phoebe Bridgers,0.931,0.377,241640.0,0.44,0.0196,4.0,0.105,-11.878,1.0,0.0325,128.999,3.0
Saware,Pritam,0.703,0.499,321613.0,0.683,0.00161,6.0,0.0749,-6.373,0.0,0.0334,134.95,4.0
Say,Ruel,0.771,0.617,227434.0,0.315,0.0,3.0,0.0809,-7.998,1.0,0.0326,119.822,3.0
Say Goodbye,Monty Datta,0.468,0.706,150415.0,0.297,0.0,3.0,0.0725,-13.652,1.0,0.132,104.049,4.0
Say It Right - Sped Up Remix,Nelly Furtado,0.0269,0.849,194160.0,0.941,0.00717,8.0,0.0596,-6.448,1.0,0.223,134.479,4.0
Say You Won't Let Go,James Arthur,0.695,0.358,211467.0,0.557,0.0,10.0,0.0902,-7.398,1.0,0.059,85.043,4.0
Scared Of Us,Scorz,0.0849,0.605,211936.0,0.933,0.0276,1.0,0.138,-6.125,1.0,0.038,121.983,4.0
Scared of the Dark (feat. XXXTENTACION),Lil Wayne,0.0468,0.443,233000.0,0.623,0.0,0.0,0.247,-6.717,0.0,0.0718,79.365,4.0
Scary Garry,Kaito Shoma,0.695,0.812,99748.0,0.974,0.512,8.0,0.582,-2.327,1.0,0.227,153.979,4.0
Scary Love,The Neighbourhood,9.45e-05,0.595,222667.0,0.636,0.0529,5.0,0.196,-5.981,0.0,0.0312,112.008,4.0
Scary Monsters and Nice Sprites,Skrillex,0.00336,0.523,243354.0,0.944,0.557,7.0,0.119,-3.581,0.0,0.0837,139.997,4.0
Scary Monsters and Nice Sprites - Noisia Remix,Skrillex,0.00207,0.6,204154.0,0.871,0.3,7.0,0.127,-4.108,0.0,0.235,140.144,4.0
Scary Monsters and Nice Sprites - Zedd Remix,Skrillex,0.000911,0.93,357877.0,0.641,0.0637,7.0,0.572,-3.719,0.0,0.346,127.994,4.0
Scatta (feat. Foreign Beggars & Bare Noize),Skrillex,0.0154,0.618,234891.0,0.928,3.95e-06,0.0,0.201,-5.19,1.0,0.211,140.031,4.0
School road,RADWIMPS,0.515,0.532,68200.0,0.342,0.228,0.0,0.127,-8.153,1.0,0.0923,199.743,4.0
Schön Rosmarin,Fritz Kreisler,0.992,0.561,117240.0,0.242,0.79,7.0,0.0962,-14.686,1.0,0.0677,117.03,4.0
Scrawny,Wallows,0.000985,0.639,166520.0,0.816,0.0604,6.0,0.141,-5.28,0.0,0.0485,138.008,4.0
Scream,High School Musical Cast,0.0603,0.632,236400.0,0.843,0.0,3.0,0.0662,-4.374,0.0,0.0429,110.983,4.0
Scream Saver,Subtronics,0.0225,0.644,230400.0,0.88,0.544,10.0,0.575,0.91,0.0,0.274,75.021,4.0
Screams and Dreams,Faye,0.944,0.417,257812.0,0.0362,3e-06,0.0,0.0729,-16.486,1.0,0.0413,78.045,4.0
Scripture,Eartheater,0.011,0.514,251217.0,0.615,0.06,5.0,0.222,-6.44,0.0,0.0326,140.039,4.0
Seams,INTRN,0.71,0.795,145312.0,0.294,0.0,10.0,0.145,-12.49,1.0,0.219,127.93,4.0
Searching for Answers,Yasumu,0.821,0.639,141818.0,0.067,0.924,5.0,0.358,-24.718,0.0,0.0798,88.003,4.0
Seasons,Rival,0.148,0.542,248276.0,0.676,0.0,6.0,0.101,-7.363,1.0,0.0395,144.907,4.0
Second Birth,DLJ,0.0628,0.58,156667.0,0.254,0.835,11.0,0.342,-18.344,0.0,0.0884,144.008,4.0
Second Chance,Shinedown,0.00107,0.46,222067.0,0.796,0.0,0.0,0.106,-4.501,0.0,0.0333,100.011,4.0
Second Place,loyalties,0.868,0.652,128731.0,0.218,0.00139,6.0,0.109,-16.49,0.0,0.0393,127.794,4.0
Second Scepe,Autechre,0.0867,0.731,465200.0,0.888,0.856,9.0,0.111,-11.914,0.0,0.0656,144.038,4.0
Second Summer,nodisco.,0.156,0.619,210500.0,0.914,3.13e-06,6.0,0.163,-4.684,1.0,0.155,94.828,4.0
See You,Johnny Orlando,0.224,0.667,175145.0,0.729,0.000152,6.0,0.0788,-4.708,1.0,0.038,92.966,4.0
See You Again (feat. Charlie Puth),Wiz Khalifa,0.369,0.689,229526.0,0.481,1.03e-06,10.0,0.0649,-7.503,1.0,0.0815,80.025,4.0
Self Sabotage,MASN,0.0395,0.75,152573.0,0.803,3.37e-06,11.0,0.159,-4.108,0.0,0.033,136.024,4.0
Selfish,Jack Gray,0.951,0.645,177899.0,0.327,0.0,5.0,0.212,-11.015,1.0,0.0567,95.004,4.0
Selfish,Madison Beer,0.627,0.375,223270.0,0.461,0.0,9.0,0.386,-6.202,1.0,0.0279,75.217,4.0
Selfish,Nick Jonas,0.124,0.65,187856.0,0.714,0.0,11.0,0.095,-5.933,1.0,0.0274,132.009,4.0
Senorita,Farhan Akhtar,0.134,0.701,229576.0,0.681,0.0,9.0,0.064,-6.442,1.0,0.0466,122.539,4.0
September,Conro,0.0308,0.722,214576.0,0.716,0.006,8.0,0.105,-5.368,1.0,0.0455,118.039,4.0
September,"Earth, Wind & Fire",0.146,0.674,216022.0,0.832,5.06e-06,9.0,0.138,-7.892,1.0,0.0308,125.996,4.0
Serendipity,Albert Posis,0.173,0.734,144588.0,0.456,0.0,6.0,0.111,-6.89,1.0,0.0358,138.007,3.0
Settin' The Woods On Fire,Hank Williams,0.836,0.757,158267.0,0.3,1.73e-06,0.0,0.0649,-9.017,1.0,0.0434,161.295,4.0
Settle Down,Fly By Midnight,0.607,0.384,178339.0,0.504,0.0,9.0,0.0983,-10.779,1.0,0.0652,105.371,4.0
Seven Devils,Florence + The Machine,0.00913,0.368,303173.0,0.781,0.000308,9.0,0.0477,-5.6,0.0,0.0379,58.534,4.0
Seventeen,Peach Pit,0.00837,0.559,216427.0,0.89,0.00759,11.0,0.103,-5.188,1.0,0.0387,91.509,4.0
Seventeen,Sharon Van Etten,0.0164,0.538,265920.0,0.774,0.265,5.0,0.0685,-7.359,1.0,0.0484,127.107,4.0
Sex on the Beach,Iggy Azalea,0.322,0.881,181154.0,0.75,0.0,6.0,0.117,-6.965,0.0,0.193,119.997,4.0
Sexy And I Know It,LMFAO,0.1,0.707,199480.0,0.861,0.0,7.0,0.191,-4.225,1.0,0.316,130.021,4.0
Señorita,Shawn Mendes,0.0392,0.759,190800.0,0.548,0.0,9.0,0.0828,-6.049,0.0,0.029,116.967,4.0
Sh*t People,Avery Lynch,0.413,0.678,196744.0,0.508,3.36e-05,1.0,0.327,-7.161,1.0,0.35,172.026,4.0
Shadow,Chromatics,0.012,0.591,224528.0,0.539,0.588,11.0,0.29,-9.367,0.0,0.0266,106.605,4.0
Shadow Of Mine,Alec Benjamin,0.512,0.57,165765.0,0.473,2.14e-06,6.0,0.1,-7.504,0.0,0.0677,162.082,3.0
Shady Intentions (feat. Tori Levett),NGHTMRE,0.0984,0.499,182279.0,0.865,0.000712,10.0,0.497,-4.898,0.0,0.0468,158.021,4.0
Shaking,Max Reichert,0.32,0.557,236000.0,0.689,0.00282,5.0,0.24,-9.913,1.0,0.0391,150.032,4.0
Shambhu Sutaya,Sachin-Jigar,0.2,0.431,283040.0,0.813,0.0,5.0,0.115,-6.939,0.0,0.233,95.026,4.0
Shape of You,Ed Sheeran,0.581,0.825,233713.0,0.652,0.0,1.0,0.0931,-3.183,0.0,0.0802,95.977,4.0
Share That Love,Lukas Graham,0.162,0.715,172399.0,0.658,0.0,11.0,0.0742,-4.304,0.0,0.106,158.024,4.0
Share That Love (feat. G-Eazy),Lukas Graham,0.162,0.715,172399.0,0.658,0.0,11.0,0.0742,-4.304,0.0,0.106,158.024,4.0
She,SAB,0.666,0.461,291600.0,0.224,5.26e-06,11.0,0.109,-13.865,0.0,0.028,99.184,4.0
She Chose Me,Bruno Major,0.881,0.477,139960.0,0.167,0.00157,5.0,0.268,-16.664,1.0,0.228,85.516,4.0
She Makes President,Sophie Hunger,0.772,0.504,216169.0,0.418,0.371,2.0,0.111,-11.209,1.0,0.0415,179.018,4.0
She Said,FLETCHER,0.0364,0.649,167811.0,0.758,4.12e-05,10.0,0.36,-5.647,0.0,0.0581,120.001,4.0
She Said,Michael Moawad,0.363,0.715,206375.0,0.46,3.81e-05,6.0,0.258,-10.276,1.0,0.132,134.006,4.0
She Said (Big Jet Plane),Trinix,0.108,0.808,173750.0,0.538,0.0743,0.0,0.0555,-10.211,0.0,0.0608,108.026,4.0
She Share Story,Linearwave,0.56,0.865,80667.0,0.226,0.883,0.0,0.181,-16.294,1.0,0.0807,90.023,4.0
She Wants My Money,Dominic Fike,0.771,0.704,133560.0,0.478,0.000516,9.0,0.0875,-6.562,1.0,0.047,128.789,4.0
She makes me wonder,the engy,0.0556,0.731,217920.0,0.583,0.0,0.0,0.0648,-4.463,1.0,0.0469,87.021,4.0
She's Got You High,Mumm-ra,0.0241,0.462,205213.0,0.738,0.0,4.0,0.293,-4.339,1.0,0.033,131.604,4.0
She's a Riot,The Jungle Giants,0.00214,0.494,221493.0,0.915,0.0,7.0,0.11,-3.795,1.0,0.0583,100.133,4.0
Sheesh!,Surfaces,0.161,0.743,148847.0,0.832,0.0,5.0,0.0925,-3.937,1.0,0.0611,149.951,4.0
Sheila Ki Jawani,Sunidhi Chauhan,0.305,0.803,281707.0,0.859,6.18e-05,6.0,0.553,-4.405,0.0,0.185,101.007,4.0
