track_name,artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,0.101,0.72,198053.0,0.741,1.41e-05,10.0,0.289,-6.529,0.0,0.0287,119.896,4.0
Dancin - Krono Remix,Aaron Smith,0.0442,0.751,256000.0,0.727,0.0338,10.0,0.1,-9.789,0.0,0.0304,119.982,4.0
Dancing With A Stranger (with Normani),Sam Smith,0.447,0.741,171030.0,0.52,1.97e-06,8.0,0.222,-7.513,1.0,0.0656,102.998,4.0
Dancing With Your Ghost,Sasha Alex Sloan,0.768,0.629,197732.0,0.328,2.5e-05,11.0,0.103,-8.284,1.0,0.029,74.953,4.0
Dancing Without Music,BRDGS,0.854,0.316,248033.0,0.237,8.3e-06,1.0,0.117,-9.25,1.0,0.0353,93.177,1.0
Dancing in The Light,Souls Extolled,0.0481,0.47,250760.0,0.757,0.235,10.0,0.0809,-8.157,1.0,0.0367,139.089,4.0
Dandelion's Lullaby,Raimu,0.801,0.682,123871.0,0.141,0.886,2.0,0.112,-19.345,0.0,0.0616,93.099,4.0
Dandelions,Ruth B.,0.0157,0.609,233720.0,0.692,0.0,1.0,0.0864,-2.958,1.0,0.0259,116.959,3.0
Dandelions - slowed + reverb,Ruth B.,0.0444,0.573,268717.0,0.715,0.0,8.0,0.0898,-3.293,0.0,0.0256,101.699,3.0
Dangerous,Kardinal Offishall,0.00437,0.949,246053.0,0.79,0.0,8.0,0.0816,-5.957,1.0,0.0756,117.002,4.0
Dangerous (feat. blackbear),DeathbyRomy,0.0158,0.43,126479.0,0.626,0.0,9.0,0.38,-6.219,0.0,0.0491,99.702,4.0
Dangerous Affairs,Inon Zur,0.68,0.623,133140.0,0.387,0.613,2.0,0.141,-10.983,0.0,0.0419,150.047,4.0
Dangerously,Charlie Puth,0.364,0.696,199133.0,0.517,0.0,2.0,0.197,-8.379,0.0,0.0366,112.291,3.0
Daniel,Bat For Lashes,0.0118,0.593,251120.0,0.658,0.0204,8.0,0.137,-8.393,0.0,0.0364,135.053,4.0
Danza Kuduro,Don Omar,0.0846,0.4,198773.0,0.915,0.0,0.0,0.0503,-4.89,1.0,0.28,88.917,3.0
Dard - E - Disco,Sukhwinder Singh,0.0381,0.837,268713.0,0.839,0.000193,11.0,0.301,-5.548,1.0,0.0468,107.025,4.0
Dard - E - Disco (Remix By Dj Aqeel),Sukhwinder Singh,0.0408,0.694,276673.0,0.959,0.0825,7.0,0.0763,-5.635,1.0,0.06,124.995,4.0
Dard Dilo Ke,Himesh Reshammiya,0.304,0.509,304049.0,0.617,7.8e-05,7.0,0.164,-2.233,0.0,0.0249,86.025,4.0
Dard Dilo Ke,Shahid Mallya,0.67,0.587,304274.0,0.415,1.61e-06,7.0,0.142,-7.086,0.0,0.027,86.066,4.0
Dark Horse,Katy Perry,0.00314,0.647,215672.0,0.585,0.0,6.0,0.165,-6.123,1.0,0.0512,131.934,4.0
Dark Red,Steve Lacy,0.446,0.603,173104.0,0.784,8.32e-06,6.0,0.119,-4.023,1.0,0.062,172.041,4.0
Darker Place,Rachel Chinouriri,0.0955,0.682,168189.0,0.677,0.365,0.0,0.0557,-7.797,1.0,0.046,114.959,4.0
Darker Than Blue,Andreya Triana,0.684,0.555,223472.0,0.404,0.000211,9.0,0.125,-10.615,0.0,0.0249,89.061,4.0
Darkest Hour - from the Amazon Original Series PANIC,Tate McRae,0.389,0.625,161252.0,0.328,9.27e-05,9.0,0.109,-10.603,0.0,0.0341,91.959,4.0
Daru Badnaam,Param Singh,0.442,0.541,185333.0,0.676,0.0,8.0,0.159,-3.893,0.0,0.153,90.037,4.0
Daryaa,Ammy Virk,,,,,,,,,,,,
Dastaan - E - Om Shanti Om,Shaan,0.479,0.552,426499.0,0.598,0.0,9.0,0.0806,-6.052,0.0,0.0362,135.951,4.0
Date,RADWIMPS,0.985,0.673,245907.0,0.119,0.73,5.0,0.114,-20.274,1.0,0.0656,123.87,4.0
Date 2,RADWIMPS,0.993,0.679,129013.0,0.13,0.729,5.0,0.106,-22.383,1.0,0.0852,123.43,4.0
David,Low Roar,0.689,0.439,336692.0,0.378,0.208,9.0,0.168,-11.776,1.0,0.033,110.862,4.0
Davy Jones,Hans Zimmer,0.475,0.31,195240.0,0.0558,0.0447,9.0,0.127,-19.072,0.0,0.0285,79.924,4.0
Dawn FM,The Weeknd,0.674,0.28,96240.0,0.478,5.85e-05,9.0,0.483,-8.755,0.0,0.037,111.65,4.0
Day 'N' Nite (Nightmare),Kid Cudi,0.48,0.881,221240.0,0.441,9.08e-06,11.0,0.119,-6.278,0.0,0.0646,138.014,4.0
Day One,Hans Zimmer,0.927,0.311,199423.0,0.0173,0.964,9.0,0.0727,-27.788,0.0,0.0348,95.985,3.0
Day One - Original Demo,Hans Zimmer,0.97,0.347,229146.0,0.0213,0.926,9.0,0.0803,-24.608,0.0,0.0356,96.101,3.0
Day One Dark,Hans Zimmer,0.698,0.301,417240.0,0.308,0.924,9.0,0.345,-18.163,0.0,0.0481,119.967,3.0
Day's End,steezy prime,0.903,0.359,106667.0,0.0535,0.91,2.0,0.102,-19.794,1.0,0.0753,179.982,3.0
Daybreak,Tibeauthetraveler,0.623,0.471,165951.0,0.143,0.869,1.0,0.0982,-17.247,1.0,0.039,62.682,4.0
Daybreak,Yasumu,0.715,0.74,153214.0,0.333,0.923,11.0,0.131,-12.893,0.0,0.307,154.054,4.0
Daydreamer,AURORA,0.0398,0.604,219058.0,0.56,0.000322,10.0,0.485,-8.617,1.0,0.0786,145.964,4.0
Dazed & Confused,Ruel,0.102,0.688,189608.0,0.5,0.0,2.0,0.355,-7.411,1.0,0.138,127.906,3.0
Dead And Gone,T.I.,0.0402,0.713,299747.0,0.746,0.0,0.0,0.601,-4.99,1.0,0.259,135.021,4.0
Dead Dear (Deer),Ber,0.52,0.781,166480.0,0.396,2.67e-05,11.0,0.134,-8.427,1.0,0.0467,105.016,4.0
Dead Eyes,Promoting Sounds,0.127,0.719,219429.0,0.651,0.0,7.0,0.0762,-5.872,1.0,0.0274,104.956,4.0
Dead Girl! (Shake My Head),Au/Ra,0.00189,0.703,194791.0,0.831,0.118,5.0,0.207,-5.651,0.0,0.0637,132.001,4.0
Dead Horse,Sean Dagher,0.899,0.902,67173.0,0.43,0.0,11.0,0.0964,-7.239,1.0,0.0567,94.043,4.0
Dead on Arrival,KUTE,0.00531,0.708,172800.0,0.899,0.246,0.0,0.11,-4.249,1.0,0.181,99.934,4.0
Deadly Valentine,Charlotte Gainsbourg,0.0297,0.461,364987.0,0.545,0.0471,11.0,0.0928,-8.166,1.0,0.046,104.97,4.0
Deadly Valentine (Radio Edit),Charlotte Gainsbourg,0.0207,0.591,233149.0,0.534,0.0535,4.0,0.256,-7.929,1.0,0.0424,104.943,4.0
Deadly Valentine (Soulwax Remix),Charlotte Gainsbourg,0.0422,0.799,475058.0,0.858,0.783,11.0,0.0625,-5.977,1.0,0.0588,104.976,4.0
Dear Lillie,Aether,0.928,0.646,236576.0,0.11,0.852,9.0,0.0971,-20.284,0.0,0.0354,140.005,4.0
Death Machine - Fukk Up! Remix,Basskiller,9e-05,0.581,224000.0,0.913,0.831,2.0,0.543,-4.222,1.0,0.0547,139.999,4.0
Death Stranding,CHVRCHES,0.00126,0.487,316214.0,0.704,0.0652,1.0,0.0686,-5.825,1.0,0.0514,121.951,4.0
Deep End,Fousheé,0.758,0.711,141224.0,0.592,0.0,4.0,0.156,-7.136,0.0,0.23,124.749,4.0
Deewangi Deewangi,Shaan,0.0289,0.725,352388.0,0.918,5.13e-06,9.0,0.602,-4.875,1.0,0.0447,107.975,4.0
Deja Vu (Initial D),Tsuko G.,0.115,0.568,250942.0,0.956,0.0,0.0,0.199,-9.435,0.0,0.0416,154.042,4.0
Dekhte Dekhte,Rochak Kohli,0.424,0.799,256271.0,0.828,0.0,9.0,0.145,-4.846,0.0,0.0782,105.04,4.0
Demons,Alec Benjamin,0.697,0.708,163172.0,0.494,0.000115,5.0,0.34,-7.496,0.0,0.0365,142.921,4.0
Demons,Imagine Dragons,0.19,0.505,175200.0,0.71,0.00025,3.0,0.329,-3.015,1.0,0.0321,89.938,4.0
Demons,Ouse,0.0183,0.544,204891.0,0.55,0.0,4.0,0.193,-10.654,1.0,0.0592,149.872,4.0
Demons,Promoting Sounds,0.0176,0.532,204868.0,0.543,0.0,4.0,0.217,-10.596,1.0,0.0568,150.038,4.0
Demons (feat. Profane Remy),Lox Chatterbox,0.0073,0.678,242308.0,0.685,0.0,1.0,0.252,-4.745,1.0,0.0827,130.063,4.0
Demons Around,yatashigang,0.017,0.448,165559.0,0.673,0.000156,5.0,0.176,-6.851,0.0,0.34,181.127,4.0
Deniro,Alec Benjamin,0.137,0.463,141163.0,0.755,0.0,2.0,0.0745,-5.04,1.0,0.0727,79.488,4.0
Despacito - Remix,Luis Fonsi,0.228,0.653,228827.0,0.816,0.0,2.0,0.0967,-4.353,1.0,0.167,178.085,4.0
Destination,VØJ,0.0145,0.646,144136.0,0.708,0.781,3.0,0.35,-5.875,0.0,0.065,128.011,4.0
Destroy Everything You Touch,Ladytron,0.00928,0.528,276508.0,0.782,2.21e-05,4.0,0.179,-6.17,0.0,0.0314,120.311,4.0
Destroyer,Panama,0.0312,0.615,306861.0,0.545,0.624,1.0,0.109,-9.178,1.0,0.0272,115.97,4.0
Destroyer,Parkway Drive,3.2e-05,0.465,287340.0,0.988,0.0114,3.0,0.13,-4.126,0.0,0.106,133.017,4.0
Detach,Hans Zimmer,0.188,0.244,402202.0,0.108,0.909,0.0,0.0509,-14.973,1.0,0.0451,118.723,4.0
Detroit,Disasterpeace,0.972,0.539,80000.0,0.3,0.95,6.0,0.0737,-17.864,0.0,0.0476,120.007,4.0
Deva Shree Ganesha,Ajay-Atul,0.238,0.34,356827.0,0.96,4.32e-06,1.0,0.0378,-5.427,1.0,0.0802,150.04,4.0
Devil,Barren Gates,0.343,0.507,176000.0,0.864,2.57e-05,6.0,0.0891,-1.421,0.0,0.168,150.075,4.0
Devil Doesn’t Bargain,Alec Benjamin,0.577,0.448,163613.0,0.606,0.0,3.0,0.217,-4.565,1.0,0.0609,121.15,4.0
Devil Eyes,Hippie Sabotage,0.702,0.391,131272.0,0.396,0.405,1.0,0.315,-8.621,0.0,0.189,99.112,5.0
Devil Eyes,ZODIVK,0.00189,0.73,136652.0,0.757,0.833,2.0,0.157,-7.379,1.0,0.0989,102.378,4.0
Devil Ride,Razihel,,,,,,,,,,,,
Devil You Don't,CXLOE,0.473,0.602,186360.0,0.694,0.0,2.0,0.184,-5.982,0.0,0.406,101.953,4.0
Devil's Advocate,The Neighbourhood,0.0321,0.662,186307.0,0.681,0.139,11.0,0.508,-8.152,0.0,0.0315,98.004,4.0
Dhol Jageero Da,Panjabi MC,0.184,0.716,264720.0,0.974,0.00147,11.0,0.333,-2.48,0.0,0.17,81.02,4.0
Dholna,Uttam Singh,0.369,0.684,318433.0,0.52,3.99e-05,7.0,0.724,-10.793,1.0,0.0339,92.995,4.0
Dhoom Taana,Shreya Ghoshal,0.127,0.8,373357.0,0.881,0.00011,0.0,0.0976,-6.077,1.0,0.0502,107.998,4.0
"Dhoop Paani Bahne De (From ""Sherdil - The Pilibhit Saga"")",KK,,,,,,,,,,,,
DiE4u,Bring Me The Horizon,0.00234,0.355,207141.0,0.919,0.000313,7.0,0.262,-3.771,1.0,0.356,159.922,4.0
Diamonds,Mord Fustang,1.66e-06,0.801,194531.0,0.918,0.75,7.0,0.322,-3.231,0.0,0.0489,128.011,4.0
Diane Young,Vampire Weekend,0.0333,0.422,160067.0,0.809,3.64e-05,11.0,0.203,-5.607,1.0,0.246,87.076,4.0
Dick (feat. Doja Cat),StarBoi3,0.13,0.647,175238.0,0.608,0.0,9.0,0.0584,-6.831,1.0,0.42,125.994,4.0
Did You Ever Hurt for Me?,Jess Benko,0.957,0.614,341820.0,0.0595,5.58e-06,0.0,0.105,-16.254,1.0,0.107,75.339,4.0
Die 4 You,Perfume Genius,0.828,0.257,212550.0,0.381,0.00121,3.0,0.135,-10.62,1.0,0.0368,73.687,4.0
Die Again,SLEEPYHΞAD,0.0812,0.71,140195.0,0.894,0.877,1.0,0.28,-1.196,1.0,0.208,92.559,4.0
Die For You,Joji,0.383,0.472,211667.0,0.518,0.127,8.0,0.289,-7.379,1.0,0.051,147.805,4.0
Die For You,The Weeknd,0.111,0.586,260253.0,0.525,0.0,1.0,0.134,-7.163,0.0,0.0615,133.629,4.0
Die For You,VALORANT,0.0826,0.598,212927.0,0.705,1.8e-05,11.0,0.133,-5.462,1.0,0.0333,95.018,4.0
Die Trying,Michl,0.792,0.424,209537.0,0.356,0.0,6.0,0.148,-8.374,1.0,0.0777,125.41,4.0
"Die Walkure, Act III: Ride of the Valkyries",Richard Wagner,0.929,0.251,325000.0,0.219,0.933,7.0,0.0824,-16.781,1.0,0.0323,89.997,3.0
Dies Irae,Giuseppe Verdi,0.926,0.272,134747.0,0.346,0.931,0.0,0.0772,-14.01,0.0,0.0317,79.773,4.0
Different Cities,Yasumu,0.901,0.735,130264.0,0.15,0.924,2.0,0.137,-13.138,0.0,0.0829,83.043,4.0
Different People,Idarose,0.00189,0.761,198651.0,0.602,0.000121,7.0,0.16,-8.326,1.0,0.0651,103.984,4.0
Dil Aaj Kal,KK,,,,,,,,,,,,
"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,,,,,,,,,,,,
Dil Dooba,Sonu Nigam,0.319,0.814,230947.0,0.909,0.0,0.0,0.345,-6.875,1.0,0.0753,100.004,4.0
Dil Ibaadat,Pritam,0.633,0.59,329387.0,0.859,0.0,2.0,0.286,-5.005,0.0,0.0416,149.966,4.0
Dil Kyun Yeh Mera,KK,0.613,0.486,333200.0,0.382,8.56e-05,6.0,0.149,-6.183,1.0,0.0286,125.918,3.0
Dil Mere,The Local Train,0.842,0.655,211290.0,0.473,0.0323,8.0,0.167,-9.806,1.0,0.0267,92.962,4.0
Dil Na Diya,Kunal Ganjawala,0.0576,0.733,354253.0,0.933,0.0691,7.0,0.0615,-4.583,1.0,0.105,132.992,4.0
Dil Na Jaaneya,Rochak Kohli,,,,,,,,,,,,
Dil To Pagal Hai,Uttam Singh,0.306,0.752,336118.0,0.67,0.000528,6.0,0.729,-10.641,0.0,0.0465,110.696,4.0
Dilaan De Rajya,Maninder Buttar,0.356,0.778,122336.0,0.743,0.0,6.0,0.259,-4.506,0.0,0.0288,121.956,4.0
Dildaara (Stand By Me),Shafqat Amanat Ali,0.102,0.622,249661.0,0.779,0.000934,9.0,0.145,-5.799,1.0,0.037,100.013,4.0
Dilemme,Lous and The Yakuza,0.0968,0.841,187013.0,0.541,0.0,5.0,0.0982,-7.564,0.0,0.143,145.038,4.0
Dilko Tumse Pyar Hua,Roop Kumar Rathod,0.629,0.664,331468.0,0.384,0.0,9.0,0.146,-16.858,0.0,0.0751,149.945,4.0
Dilnashin Dilnashin,KK,0.00942,0.735,392267.0,0.938,7.91e-05,1.0,0.057,-7.142,1.0,0.0571,110.999,4.0
Dinero,Trinidad Cardona,0.00772,0.708,160880.0,0.782,0.0,2.0,0.107,-4.687,1.0,0.0674,119.997,4.0
Dinkar mehta gujrati adult joke 2021,Nonveg Comedyjokes,,,,,,,,,,,,
Dinosaurs (S4E7),salem ilese,0.731,0.409,144446.0,0.338,0.0,4.0,0.25,-7.951,1.0,0.0432,184.043,3.0
Diplomat's Son,Vampire Weekend,0.209,0.504,361373.0,0.815,0.0513,6.0,0.0838,-6.967,1.0,0.332,193.966,4.0
Disappear,Tei Shi,0.784,0.826,179336.0,0.624,1.73e-06,7.0,0.112,-8.386,1.0,0.25,115.94,4.0
Disappeared town,RADWIMPS,0.277,0.182,115840.0,0.27,0.962,4.0,0.128,-23.826,0.0,0.057,69.391,4.0
Disappointment (feat. Rxseboy),Sarcastic Sounds,0.686,0.657,142092.0,0.821,0.0,0.0,0.0736,-5.655,1.0,0.232,169.897,4.0
Disaster,KSLV Noh,0.0158,0.825,84138.0,0.613,0.391,0.0,0.159,-6.043,1.0,0.0941,117.052,4.0
Disco,Surf Curse,0.0253,0.473,152761.0,0.621,0.000366,11.0,0.19,-8.698,0.0,0.0291,173.083,4.0
Discovering,Yasumu,0.566,0.713,192000.0,0.26,0.883,8.0,0.294,-22.457,0.0,0.0474,119.996,3.0
Dishes - Acoustic,Lauv,0.89,0.641,141442.0,0.161,1.02e-06,4.0,0.104,-12.466,1.0,0.0413,91.116,4.0
Dismal Smile,Krynoze,0.953,0.599,116922.0,0.109,0.94,5.0,0.116,-22.396,1.0,0.0396,133.937,4.0
Dissolve,Absofacto,0.23,0.688,224661.0,0.582,0.000157,6.0,0.0663,-10.668,0.0,0.0542,85.486,4.0
Distant Love,Gerardo Millán,0.978,0.264,175192.0,0.0689,0.952,7.0,0.0822,-21.348,1.0,0.0372,73.306,4.0
Dive Into You,Loving Caliber,0.08,0.497,204224.0,0.478,0.0,5.0,0.49,-7.801,1.0,0.0627,85.392,4.0
Django,Samia,0.799,0.558,204285.0,0.136,0.0,8.0,0.1,-11.731,0.0,0.0337,80.259,4.0
Do Bad Well (feat. Nevve),KSHMR,0.0512,0.604,204375.0,0.894,0.000315,5.0,0.234,-4.755,1.0,0.113,127.964,4.0
Do Do Do,Dansu,0.137,0.68,202816.0,0.644,5.48e-05,7.0,0.112,-6.905,0.0,0.157,111.979,4.0
Do I Wanna Know?,Arctic Monkeys,0.186,0.548,272394.0,0.532,0.000263,5.0,0.217,-7.596,1.0,0.0323,85.03,4.0
Do It To It - Tiësto Remix,ACRAZE,0.000422,0.636,125280.0,0.892,0.0954,2.0,0.156,-5.573,1.0,0.0386,125.003,4.0
Do Not Go Gentle Into That Good Night,Hans Zimmer,0.939,0.0,99105.0,0.0537,0.331,5.0,0.0475,-30.709,1.0,0.0,0.0,0.0
Do Pal,Madan Mohan,0.635,0.247,265927.0,0.556,0.000436,11.0,0.146,-7.514,1.0,0.0376,168.823,4.0
Do Ya Wanna Taste It,Wig Wam,0.0191,0.559,176973.0,0.793,0.0,2.0,0.394,-3.536,0.0,0.028,92.034,4.0
Do You Believe,Ali Gatie,0.193,0.665,156331.0,0.707,0.0,11.0,0.219,-5.144,1.0,0.03,144.952,4.0
Do You Don't You,Haywyre,0.028,0.849,275478.0,0.723,0.12,5.0,0.235,-5.093,0.0,0.046,115.031,4.0
Do You?,TroyBoi,0.164,0.827,195791.0,0.518,0.375,10.0,0.61,-8.156,0.0,0.343,80.729,4.0
Does It Feel,Charlie Puth,0.177,0.61,218667.0,0.86,0.0,8.0,0.155,-4.6,0.0,0.127,98.995,4.0
Don't Be Afraid,Diplo,,,,,,,,,,,,
Don't Be Fooled by the Name,Blue Swede,,,,,,,,,,,,
Don't Be Shy (9D Audio),Shake Music,,,,,,,,,,,,
Don't Be So Serious,Low Roar,,,,,,,,,,,,
Don't Be so Serious,Low Roar,,,,,,,,,,,,
Don't Cry,Ruel,,,,,,,,,,,,
Don't Do Drugs Just Take Some Jack Ü,Jack Ü,,,,,,,,,,,,
Don't Give Up,John Paesano,,,,,,,,,,,,
Don't Leave,Snakehips,,,,,,,,,,,,
Don't Leave the Light On,Mokita,,,,,,,,,,,,
Don't Let Me Be,Cassius,,,,,,,,,,,,
Don't Like.1,Kanye West,,,,,,,,,,,,
Don't Lose Sight,Lawrence,,,,,,,,,,,,
Don't Matter - Recorded at Spotify Studios NYC,Lauv,,,,,,,,,,,,
Don't Rush,Ric Wilson,,,,,,,,,,,,
Don't Start Now,Dua Lipa,0.0123,0.793,183290.0,0.793,0.0,11.0,0.0951,-4.521,0.0,0.083,123.95,4.0
Don't Stop,ODESZA,,,,,,,,,,,,
Don't Stop Believin',Journey,,,,,,,,,,,,
Don't Stop The Music,Rihanna,,,,,,,,,,,,
Don't Wake Me,Coopex,,,,,,,,,,,,
Don't Wanna Know,Suriel Hess,,,,,,,,,,,,
Don't Wanna Think About It,Dylan Emmet,,,,,,,,,,,,
Don't Want My Heart,Sarah Cothran,,,,,,,,,,,,
Don't Waste My Time,NOA,,,,,,,,,,,,
Don't Worry,Rhea Za,,,,,,,,,,,,
Don't Worry Be Happy,Bobby McFerrin,0.98,0.175,269636.0,0.0281,0.0,10.0,0.288,-37.841,0.0,0.0635,60.298,4.0
Don't You Worry,Mark Ambor,,,,,,,,,,,,
Done for Me (feat. Kehlani),Charlie Puth,0.193,0.856,180493.0,0.632,0.0,6.0,0.0688,-3.692,0.0,0.074,112.009,4.0
Don’t Go (with Justin Bieber & Don Toliver),Skrillex,0.019,0.689,168253.0,0.695,0.0,11.0,0.123,-5.22,1.0,0.0429,75.05,4.0
Don’t Lie (feat. KARRA),Tisoki,0.0286,0.86,196000.0,0.805,0.00812,9.0,0.487,-2.524,0.0,0.108,150.061,4.0
Don’t Wake Me Up,Jonas Blue,0.222,0.621,188894.0,0.747,0.000194,11.0,0.147,-5.084,1.0,0.0337,124.015,4.0
"Doobey (From ""Gehraiyaan"")",OAFF,,,,,,,,,,,,
Doodoodoo,Curtis Waters,0.217,0.754,173638.0,0.631,2.47e-05,5.0,0.398,-6.724,0.0,0.0499,111.979,4.0
Dopamine Addict,Alec Benjamin,0.598,0.721,144956.0,0.772,0.000204,10.0,0.19,-4.506,0.0,0.19,76.928,4.0
Dope on a Rope,The Growlers,0.00173,0.42,250320.0,0.901,0.0,7.0,0.366,-3.857,1.0,0.0955,145.965,4.0
Dormant,Kurt Stewart,0.978,0.304,128000.0,0.034,0.986,0.0,0.0681,-23.115,1.0,0.0503,75.037,3.0
DotA - Radio Edit,Basshunter,0.0084,0.46,200560.0,0.962,0.00199,0.0,0.186,-6.447,1.0,0.112,140.047,4.0
Dou Pal,Taha G,0.265,0.74,173881.0,0.64,7.7e-05,0.0,0.125,-9.931,1.0,0.0399,118.019,4.0
Down,Marian Hill,0.675,0.678,197773.0,0.357,0.00569,0.0,0.124,-14.712,0.0,0.128,113.301,5.0
Down By The Water,PJ Harvey,0.00168,0.623,194507.0,0.622,0.181,2.0,0.343,-12.255,1.0,0.0412,125.166,4.0
Down for You - Remix,Cosmo's Midnight,0.548,0.593,166816.0,0.527,3.92e-06,2.0,0.462,-6.25,1.0,0.179,92.985,4.0
Down the Line,Beach Fossils,0.237,0.615,158474.0,0.743,0.00431,7.0,0.148,-6.569,1.0,0.041,162.22,4.0
Downhill,Lund,0.198,0.846,176013.0,0.419,1.15e-05,4.0,0.0415,-8.957,0.0,0.0499,119.992,4.0
Downtime,Project AER,0.921,0.563,159286.0,0.133,0.904,2.0,0.143,-20.87,1.0,0.0328,61.983,4.0
Downtown (2020),Allie X,0.00307,0.575,212226.0,0.881,5.97e-05,6.0,0.509,-4.282,1.0,0.109,107.957,4.0
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,0.0916,0.828,292593.0,0.609,1.21e-06,1.0,0.291,-4.402,1.0,0.0694,109.725,4.0
Dragonspine Snow (LoFi),Jordy Chandra,0.887,0.616,104000.0,0.274,0.755,3.0,0.363,-17.582,1.0,0.0979,120.066,4.0
Dragostea Din Tei,O-Zone,0.161,0.812,213920.0,0.968,0.0,0.0,0.0661,-3.758,1.0,0.0421,130.093,4.0
Dragostea Din Tei,SP3CTRUM,0.0303,0.668,141201.0,0.82,0.0,0.0,0.329,-4.863,1.0,0.0828,129.939,4.0
Dragostea din tei,O-Zone,0.161,0.812,213920.0,0.968,0.0,0.0,0.0661,-3.758,1.0,0.0421,130.093,4.0
Dream No More (feat. Ruel & Genesis Owusu),Billy Davis,0.519,0.362,207158.0,0.534,1.02e-06,10.0,0.332,-8.38,1.0,0.0468,94.742,4.0
Dream No More (feat. Ruel & Genesis Owusu) - Acoustic Version,Billy Davis,0.931,0.321,277940.0,0.332,7.26e-05,0.0,0.0845,-9.573,1.0,0.0334,84.902,3.0
Dream On,Aerosmith,0.397,0.392,267597.0,0.476,0.000163,1.0,0.309,-7.583,1.0,0.0249,78.031,4.0
Dream lantern,RADWIMPS,0.0316,0.206,131667.0,0.871,6.55e-05,8.0,0.0596,-5.751,1.0,0.419,175.6,3.0
Dreamer,Axwell /\ Ingrosso,0.0237,0.627,251147.0,0.847,0.0,10.0,0.212,-5.303,1.0,0.0352,126.017,4.0
Dreamer,Low Roar,0.925,0.255,309720.0,0.161,0.0155,9.0,0.147,-12.711,0.0,0.0327,74.007,4.0
Dreamin (with blackbear),The Score,0.00252,0.609,198640.0,0.726,0.0,1.0,0.0745,-3.947,0.0,0.108,79.967,4.0
Dreaming,Smallpools,0.000478,0.612,216253.0,0.89,0.0,10.0,0.0672,-2.827,0.0,0.047,118.989,4.0
Dreaming of the Crash,Hans Zimmer,0.0528,0.135,235838.0,0.0277,0.957,5.0,0.269,-35.251,1.0,0.0662,82.898,3.0
Dreams,Bazzi,0.583,0.663,147021.0,0.666,3.85e-06,6.0,0.222,-5.441,1.0,0.125,159.983,4.0
Dreams,RUNN,0.251,0.654,194559.0,0.525,0.0,4.0,0.0954,-8.447,1.0,0.0367,135.95,4.0
Dreams - 2004 Remaster,Fleetwood Mac,0.0644,0.828,257800.0,0.492,0.00428,0.0,0.128,-9.744,1.0,0.0276,120.151,4.0
Dressed Up In White,CAL,0.161,0.653,203836.0,0.422,0.0,3.0,0.207,-8.206,1.0,0.101,73.325,4.0
Drift Away,Yasumu,0.887,0.644,151755.0,0.193,0.946,0.0,0.0939,-24.331,0.0,0.0551,94.045,4.0
Drifting,Jisatsu,0.979,0.667,199687.0,0.0809,0.869,9.0,0.0949,-22.628,0.0,0.0354,128.014,4.0
Drink About - Clean Bandit Remix,Seeb,0.127,0.656,252764.0,0.927,0.0354,1.0,0.0811,-4.527,1.0,0.122,113.99,4.0
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,0.0469,0.665,240347.0,0.886,6.24e-05,9.0,0.0525,-4.175,0.0,0.0514,128.062,4.0
Drive,Dxvn.,0.222,0.705,270000.0,0.598,0.00303,11.0,0.131,-6.83,0.0,0.0336,104.985,4.0
Drop the Other,Emika,0.0818,0.78,208453.0,0.332,0.541,9.0,0.0809,-13.138,1.0,0.163,140.088,4.0
Drown,Dabin,0.00928,0.368,258679.0,0.754,0.0,1.0,0.256,-5.185,1.0,0.0502,169.881,4.0
Drowning - Sped Up Version,sped up nightcore,0.343,0.759,174517.0,0.903,0.0,8.0,0.121,-5.287,0.0,0.0785,154.825,4.0
Drugs,UPSAHL,0.35,0.883,155867.0,0.415,0.0,6.0,0.063,-8.571,0.0,0.174,76.986,4.0
Drugs & The Internet,Lauv,0.361,0.466,178560.0,0.551,9.32e-05,2.0,0.333,-7.043,1.0,0.131,88.794,4.0
Drunken Sailor,Sean Dagher,0.941,0.689,89520.0,0.283,0.0,5.0,0.116,-6.011,1.0,0.0387,160.241,4.0
Drunken Sailor,The Irish Rovers,0.626,0.668,176853.0,0.897,0.229,2.0,0.0932,-5.135,1.0,0.0418,121.855,4.0
Duckbot,Mike Shinoda,0.108,0.821,129044.0,0.382,0.866,1.0,0.0952,-6.423,1.0,0.103,105.031,4.0
Dude She's Just Not into You,MADAX,0.258,0.557,64750.0,0.675,0.0227,0.0,0.671,-7.746,1.0,0.0339,120.01,4.0
Dude She's Just Not into You (Tiktok Lofi Chillhop),Lofi Night Drives,0.798,0.772,187129.0,0.51,0.865,3.0,0.266,-6.537,1.0,0.0596,85.0,4.0
Dumb Love,Mimi Webb,0.0296,0.569,207068.0,0.422,0.0,0.0,0.0613,-5.856,1.0,0.0302,76.96,4.0
Dus Bahane,Shaan,0.175,0.833,206947.0,0.917,1.92e-06,7.0,0.109,-5.498,1.0,0.0597,110.001,4.0
